symbol,direction,signal_ms,entry_ms,exit_ms,entry_price,exit_price,impulse_bps,entry_spread_bps,pnl_bps,pnl_usdt,mfe_bps,mae_bps,hold_ms,signal_to_fill_ms,exit_decision_to_fill_ms,exit_reason
LINK_USDT,SHORT,1786835412208,1786835412374,1786835426881,9.525,9.523,-2.0994069252561314,2.0995171110632915,2.0997375328091,2.0997375328091,2.0997375328091,-2.099737532807235,14507,166,463,binance_target_caught
XRP_USDT,SHORT,1786835439018,1786835439181,1786835440925,1.0025,1.0027,-1.994316205443323,0.9974564859606903,-1.9950124688277104,-1.9950124688277104,0.0,-1.9950124688277104,1744,163,647,live_adverse_cut
XRP_USDT,SHORT,1786835451942,1786835452106,1786835459480,1.0025,1.0025,-1.995111982276943,0.9974564859606903,-0.0,-0.0,0.9975062344138552,-2.992518703241566,7374,164,175,live_adverse_cut
DOGE_USDT,SHORT,1786835468418,1786835468583,1786835480659,0.06973,0.06972,-2.867589094138792,1.4340001433994587,1.434102968592589,1.434102968592589,1.434102968592589,-1.434102968592589,12076,165,925,binance_target_caught
LINK_USDT,LONG,1786835503901,1786835504104,1786835513165,9.515,9.517,1.5764996485535188,1.0510273792645142,2.1019442984749253,2.1019442984749253,2.1019442984749253,-1.0509721492393296,9061,203,1409,binance_target_caught
DOGE_USDT,SHORT,1786835515857,1786835516015,1786835530796,0.06969,0.06968,-2.8696463357827295,1.4348231580452147,1.4349261013052264,1.4349261013052264,1.4349261013052264,-1.4349261013052264,14781,158,566,binance_target_caught
XRP_USDT,SHORT,1786835540772,1786835540932,1786835553382,1.0017,1.0016,-1.996306838989462,0.9982530571498777,0.9983028850952279,0.998302885095228,1.9966057701904558,-0.9983028850952279,12450,160,352,binance_target_caught
LINK_USDT,SHORT,1786835564356,1786835564547,1786835570404,9.515,9.514,-2.1018338577728066,1.0509169250164951,1.0509721492393296,1.0509721492393296,1.0509721492393296,-1.0509721492374626,5857,191,337,binance_target_caught
XRP_USDT,SHORT,1786835576642,1786835576842,1786835580531,1.0015,1.0013,-1.9971042055487562,0.9984523987817782,1.9970044932598898,1.9970044932598898,1.9970044932598898,-0.9985022466299449,3689,200,542,binance_target_caught
DOGE_USDT,SHORT,1786835581224,1786835581481,1786835613476,0.06957,0.06965,-2.870882098237692,2.8743891922955225,-11.499209429351263,-11.499209429351263,11.499209429353257,-12.936610608019672,31995,257,370,positive_trailing_stop
LINK_USDT,LONG,1786835634672,1786835634874,1786835640958,9.518,9.516,2.1013921800468225,1.0506960861583632,-2.1012817818876526,-2.1012817818876526,0.0,-3.151922672830546,6084,202,1520,live_adverse_cut
XRP_USDT,SHORT,1786835642820,1786835642981,1786835710071,1.0017,1.0012,-1.996107596827098,0.9982530571498777,4.99151442547614,4.99151442547614,4.99151442547614,-0.9983028850952279,67090,161,336,binance_target_caught
LINK_USDT,LONG,1786835712960,1786835713146,1786835717031,9.516,9.516,2.1018338577736353,1.0509169250164951,0.0,0.0,1.0508617065988293,-1.0508617065988293,3885,186,159,binance_target_caught
LINK_USDT,LONG,1786835736406,1786835736565,1786835747065,9.52,9.522,2.1011714107891093,1.0504753400908091,2.1008403361351555,2.1008403361351555,2.1008403361351555,-1.0504201680666447,10500,159,378,binance_target_caught
DOGE_USDT,SHORT,1786835818282,1786835818446,1786835883200,0.06961,0.06962,-2.8725314380630382,2.872737719045137,-1.4365752047114095,-1.4365752047114095,0.0,-2.873150409422819,64754,164,2697,timeout
LINK_USDT,LONG,1786835911137,1786835911297,1786835915875,9.513,9.515,2.1022757212021883,1.051248357423859,2.102386208347175,2.102386208347175,2.102386208347175,-1.051193104172654,4578,160,2249,binance_target_caught
XRP_USDT,LONG,1786835917288,1786835917447,1786835978356,1.0014,1.0013,1.997104205550101,0.998651820042832,-0.9986019572597261,-0.9986019572597261,0.9986019572597261,-0.9986019572597261,60909,159,355,timeout
LINK_USDT,LONG,1786835982934,1786835983112,1786836003318,9.504,9.507,2.104266407894424,1.052243910137787,3.156565656565776,3.156565656565776,3.156565656565776,-1.052188552187969,20206,178,1327,binance_target_caught
LINK_USDT,SHORT,1786836056291,1786836056466,1786836069849,9.504,9.507,-2.1042664078936797,1.052133200064414,-3.156565656565776,-3.156565656565776,0.0,-3.156565656565776,13383,175,1483,live_adverse_cut
LINK_USDT,SHORT,1786836072634,1786836072818,1786836078659,9.505,9.504,-2.1040450343247348,1.0520225132812009,1.052077853762464,1.052077853762464,1.052077853762464,-1.052077853760595,5841,184,2254,binance_target_caught
